time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-0.000951889893131,-0.000408231447484,10.0160564199,5.62869394741,0.150126430852,0.0,-0.0569535713183,-0.0432894617985,0.532070417157,2.58858440492,-0.135426190802,0.0,348.002931273,637.021487735,476.205256956,456.84861515
0.12000000000000001,-0.022866555407,-0.018737520499,10.0523994994,3.64566747369,3.06421664988,0.0,-0.878757145257,-0.301273532742,0.561287882852,8.88453129276,0.455544704381,0.0,348.002931273,637.021487735,476.205256956,456.84861515
0.18,-0.0700079197684,-0.0173576447795,10.0977905619,1.27332283178,4.06243032313,0.0,-0.48181014585,0.425618795634,0.680491844918,13.4253695238,-1.69980679866,0.0,348.002931273,637.021487735,476.205256956,456.84861515
0.23999999999999996,-0.0884717626112,-0.00621307446815,10.1297109723,1.56737155784,0.132164691644,0.0,-0.653730672309,0.136381110159,0.432985950383,16.1418143544,-3.04344962132,0.0,348.002931273,637.021487735,476.205256956,456.84861515
0.3,-0.117581578707,0.0228329181182,10.1305157904,0.581569416237,2.68790830422,0.0,-0.0195766170958,0.482601849329,-0.301945853574,17.5523571304,-4.39941740854,0.0,348.002931273,637.021487735,476.205256956,456.84861515
0.36000000000000004,-0.114104475711,0.047157752708,10.0715459515,5.14259729054,0.82581199854,0.0,0.410537783873,0.614053448348,-1.6579818751,18.6242807,-5.1500155535,0.0,348.002931273,637.021487735,476.205256956,456.84861515
0.4200000000000001,-0.118666598143,0.0708252418324,9.95420975775,1.5165064797,0.543160262596,0.0,-0.519590786828,0.229580860846,-2.13344601006,19.5810344977,-5.20744822824,0.0,348.002931273,637.021487735,476.205256956,456.84861515
0.48000000000000015,-0.160189180983,0.091875760156,9.81328719915,2.73614241498,0.476062513842,0.0,-0.448239599109,0.275283487738,-2.61648553315,19.5072586392,-6.09304774023,0.0,348.002931273,637.021487735,476.205256956,456.84861515
0.5400000000000001,-0.212522114021,0.11582382971,9.61431656271,3.96741866386,1.95798215423,0.0,-1.45463230544,0.418625320222,-3.79129470719,19.4214697336,-5.62388476121,0.0,348.002931273,637.021487735,476.205256956,456.84861515
0.6000000000000002,-0.329057939061,0.149287604452,9.36418985579,1.7618381886,3.09940623401,0.0,-2.26892724312,0.440584941662,-4.80427112166,20.0042677335,-6.04601484879,0.0,348.002931273,637.021487735,476.205256956,456.84861515
0.6600000000000003,-0.454432500686,0.158108350082,9.05750819185,3.42774461682,1.52232303235,0.0,-1.93824813952,0.175058911104,-5.72377054393,20.2364676482,-6.82633482012,0.0,348.002931273,637.021487735,476.205256956,456.84861515
0.7200000000000003,-0.584336478666,0.177562735515,8.70188505598,5.32578650638,0.100006859819,0.0,-1.85640673556,0.39665092527,-6.13093777802,19.9522064126,-7.62168154965,0.0,348.002931273,637.021487735,476.205256956,456.84861515
0.7800000000000004,-0.701418445526,0.191468991126,8.32131215484,5.67349857569,0.214724296294,0.0,-2.07627662896,0.0778737462295,-6.90366015104,20.7481690273,-7.36143714853,0.0,348.002931273,637.021487735,476.205256956,456.84861515
0.8400000000000004,-0.844963528924,0.183708840348,7.90354637041,0.99603440771,3.30187057874,0.0,-2.81277276681,-0.282474925405,-7.38627369762,20.9523098751,-6.71294508144,0.0,348.002931273,637.021487735,476.205256956,456.84861515
0.9000000000000005,-1.00045291741,0.153195777925,7.44009506406,6.0722452977,4.86362675734,0.0,-2.17863179208,-0.469335653099,-7.97219314785,20.2830204305,-7.19903821509,0.0,348.002931273,637.021487735,476.205256956,456.84861515
0.9600000000000005,-1.12158655454,0.122592560201,6.9486505804,1.00625269809,5.57732094413,0.0,-2.01809927018,-0.675914110126,-8.65734047576,20.2766489898,-6.25743192284,0.0,348.002931273,637.021487735,476.205256956,456.84861515
1.0200000000000005,-1.23880438636,0.0917578821199,6.41099840653,5.98762600882,2.28995594399,0.0,-2.28815965804,-0.537538044971,-9.39501659661,19.6117283544,-5.62331864976,0.0,348.002931273,637.021487735,476.205256956,456.84861515
1.0800000000000005,-1.38428970592,0.0606508251974,5.80796616547,0.891299257875,4.79270876471,0.0,-2.18783156431,-0.611018327803,-10.6762058292,19.6448458914,-5.04123261032,0.0,348.002931273,637.021487735,476.205256956,456.84861515
1.1400000000000006,-1.48223115436,0.0243949601698,5.15323271326,5.6514478505,4.49715060174,0.0,-1.07239912239,-0.611975253814,-11.1901454889,18.5680475796,-5.07128164365,0.0,348.002931273,637.021487735,476.205256956,456.84861515
1.2000000000000006,-1.51041421042,-0.0128536357742,4.46038281972,1.6306177283,4.45953224361,0.0,0.129569977781,-0.693864610953,-11.870327007,18.1994280376,-5.25127714486,0.0,348.002931273,637.021487735,476.205256956,456.84861515
1.2600000000000007,-1.46860975184,-0.057014742235,3.73477223102,6.09446403685,4.25743845337,0.0,1.25179791842,-0.633752806429,-12.429161813,17.5683578772,-5.36887646452,0.0,348.002931273,637.021487735,476.205256956,456.84861515
1.3200000000000007,-1.35666184603,-0.0941578280495,2.96574827161,0.933728548104,5.66498839182,0.0,2.47170531794,-0.479854900551,-13.0165671369,19.2882076759,-5.82529672075,0.0,348.002931273,637.021487735,476.205256956,456.84861515
1.3800000000000008,-1.18994769059,-0.121245418426,2.17353638473,0.500952929637,5.35103200029,0.0,3.13505245241,-0.736503302367,-13.484564815,16.6041090865,-5.89180596056,0.0,348.002931273,637.021487735,476.205256956,456.84861515
